frame_no,ts,src_ip,dst_ip,src_mac,dst_mac,protocol,transport,src_port,dst_port,length,tcp_syn,tcp_ack,tcp_fin,tcp_rst,dns_qry_name,dns_qry_type,dns_response,dns_rcode,http_method,http_host,http_uri,arp_src_ip,arp_src_mac,arp_opcode,info
2974,1700000284.4063213,93.184.74.21,10.0.0.104,00:11:22:33:44:01,02:80:5e:2e:ed:c8,TLS,TCP,443,56358,965,0,1,0,0,,,,,,,,,,,Application Data
2975,1700000284.6222396,10.0.0.104,93.184.74.21,02:80:5e:2e:ed:c8,00:11:22:33:44:01,TLS,TCP,56358,443,373,0,1,0,0,,,,,,,,,,,Application Data
2976,1700000284.7180536,10.0.0.101,10.0.0.1,02:db:16:b2:33:18,00:11:22:33:44:01,DNS,UDP,53796,53,77,,,,,microsoft.com,1,0,,,,,,,,Standard query A microsoft.com
2977,1700000284.7380536,10.0.0.1,10.0.0.101,00:11:22:33:44:01,02:db:16:b2:33:18,DNS,UDP,53,53796,112,,,,,microsoft.com,1,1,0,,,,,,,Standard query response A microsoft.com
2978,1700000284.7680535,10.0.0.101,93.184.208.220,02:db:16:b2:33:18,00:11:22:33:44:01,TCP,TCP,53796,443,74,1,0,0,0,,,,,,,,,,,SYN
2979,1700000284.7980535,93.184.208.220,10.0.0.101,00:11:22:33:44:01,02:db:16:b2:33:18,TCP,TCP,443,53796,74,1,1,0,0,,,,,,,,,,,"SYN, ACK"
2980,1700000285.0134664,10.0.0.100,10.0.0.1,02:16:c6:a7:70:6e,00:11:22:33:44:01,DNS,UDP,60535,53,74,,,,,google.com,1,0,,,,,,,,Standard query A google.com
2981,1700000285.0334663,10.0.0.1,10.0.0.100,00:11:22:33:44:01,02:16:c6:a7:70:6e,DNS,UDP,53,60535,97,,,,,google.com,1,1,0,,,,,,,Standard query response A google.com
2982,1700000285.0634663,10.0.0.100,93.184.158.154,02:16:c6:a7:70:6e,00:11:22:33:44:01,TCP,TCP,60535,443,74,1,0,0,0,,,,,,,,,,,SYN
2983,1700000285.0866694,93.184.74.21,10.0.0.104,00:11:22:33:44:01,02:80:5e:2e:ed:c8,TLS,TCP,443,56358,983,0,1,0,0,,,,,,,,,,,Application Data
2984,1700000285.0934663,93.184.158.154,10.0.0.100,00:11:22:33:44:01,02:16:c6:a7:70:6e,TCP,TCP,443,60535,74,1,1,0,0,,,,,,,,,,,"SYN, ACK"
2985,1700000285.4401135,93.184.208.220,10.0.0.101,00:11:22:33:44:01,02:db:16:b2:33:18,TLS,TCP,443,53796,615,0,1,0,0,,,,,,,,,,,Application Data
2986,1700000285.7175112,93.184.158.154,10.0.0.100,00:11:22:33:44:01,02:16:c6:a7:70:6e,TLS,TCP,443,60535,930,0,1,0,0,,,,,,,,,,,Application Data
2987,1700000286.1095605,93.184.208.220,10.0.0.101,00:11:22:33:44:01,02:db:16:b2:33:18,TLS,TCP,443,53796,853,0,1,0,0,,,,,,,,,,,Application Data
2988,1700000286.3741586,10.0.0.101,93.184.208.220,02:db:16:b2:33:18,00:11:22:33:44:01,TLS,TCP,53796,443,1304,0,1,0,0,,,,,,,,,,,Application Data
2989,1700000286.4278986,93.184.208.220,10.0.0.101,00:11:22:33:44:01,02:db:16:b2:33:18,TLS,TCP,443,53796,1096,0,1,0,0,,,,,,,,,,,Application Data
2990,1700000286.4781494,10.0.0.100,93.184.158.154,02:16:c6:a7:70:6e,00:11:22:33:44:01,TLS,TCP,60535,443,394,0,1,0,0,,,,,,,,,,,Application Data
2991,1700000287.4185796,10.0.0.101,93.184.208.220,02:db:16:b2:33:18,00:11:22:33:44:01,TLS,TCP,53796,443,409,0,1,0,0,,,,,,,,,,,Application Data
2992,1700000287.5867128,10.0.0.100,93.184.158.154,02:16:c6:a7:70:6e,00:11:22:33:44:01,TLS,TCP,60535,443,696,0,1,0,0,,,,,,,,,,,Application Data
2993,1700000289.2515688,10.0.0.108,185.220.101.47,02:21:25:bf:a4:35,00:11:22:33:44:01,TLS,TCP,60016,443,232,0,1,0,0,,,,,,,,,,,Application Data (beacon check-in)
2994,1700000289.3515687,185.220.101.47,10.0.0.108,00:11:22:33:44:01,02:21:25:bf:a4:35,TLS,TCP,443,60016,172,0,1,0,0,,,,,,,,,,,Application Data
2995,1700000296.0904946,10.0.0.101,10.0.0.1,02:db:16:b2:33:18,00:11:22:33:44:01,DNS,UDP,50582,53,81,,,,,mozilla.org,1,0,,,,,,,,Standard query A mozilla.org
2996,1700000296.1104946,10.0.0.1,10.0.0.101,00:11:22:33:44:01,02:db:16:b2:33:18,DNS,UDP,53,50582,107,,,,,mozilla.org,1,1,0,,,,,,,Standard query response A mozilla.org
2997,1700000296.1404946,10.0.0.101,93.184.166.95,02:db:16:b2:33:18,00:11:22:33:44:01,TCP,TCP,50582,443,74,1,0,0,0,,,,,,,,,,,SYN
2998,1700000296.1704946,93.184.166.95,10.0.0.101,00:11:22:33:44:01,02:db:16:b2:33:18,TCP,TCP,443,50582,74,1,1,0,0,,,,,,,,,,,"SYN, ACK"
2999,1700000296.8508878,10.0.0.101,93.184.166.95,02:db:16:b2:33:18,00:11:22:33:44:01,TLS,TCP,50582,443,360,0,1,0,0,,,,,,,,,,,Application Data
3000,1700000297.1803699,10.0.0.106,10.0.0.1,02:73:3a:17:8d:e3,00:11:22:33:44:01,DNS,UDP,55842,53,73,,,,,cloudflare.com,1,0,,,,,,,,Standard query A cloudflare.com
3001,1700000297.2003698,10.0.0.1,10.0.0.106,00:11:22:33:44:01,02:73:3a:17:8d:e3,DNS,UDP,53,55842,99,,,,,cloudflare.com,1,1,0,,,,,,,Standard query response A cloudflare.com
3002,1700000297.2303698,10.0.0.106,93.184.204.39,02:73:3a:17:8d:e3,00:11:22:33:44:01,TCP,TCP,55842,443,74,1,0,0,0,,,,,,,,,,,SYN
3003,1700000297.2603698,93.184.204.39,10.0.0.106,00:11:22:33:44:01,02:73:3a:17:8d:e3,TCP,TCP,443,55842,74,1,1,0,0,,,,,,,,,,,"SYN, ACK"
3004,1700000297.3067298,10.0.0.101,93.184.166.95,02:db:16:b2:33:18,00:11:22:33:44:01,TLS,TCP,50582,443,897,0,1,0,0,,,,,,,,,,,Application Data
3005,1700000297.7732458,10.0.0.108,10.0.0.1,02:2a:c2:b3:5a:11,00:11:22:33:44:01,DNS,UDP,49685,53,89,,,,,microsoft.com,1,0,,,,,,,,Standard query A microsoft.com
3006,1700000297.7932458,10.0.0.1,10.0.0.108,00:11:22:33:44:01,02:2a:c2:b3:5a:11,DNS,UDP,53,49685,92,,,,,microsoft.com,1,1,0,,,,,,,Standard query response A microsoft.com
3007,1700000297.7974715,10.0.0.106,93.184.204.39,02:73:3a:17:8d:e3,00:11:22:33:44:01,TLS,TCP,55842,443,427,0,1,0,0,,,,,,,,,,,Application Data
3008,1700000297.8232458,10.0.0.108,93.184.235.215,02:2a:c2:b3:5a:11,00:11:22:33:44:01,TCP,TCP,49685,443,74,1,0,0,0,,,,,,,,,,,SYN
3009,1700000297.8532457,93.184.235.215,10.0.0.108,00:11:22:33:44:01,02:2a:c2:b3:5a:11,TCP,TCP,443,49685,74,1,1,0,0,,,,,,,,,,,"SYN, ACK"
3010,1700000297.8605258,10.0.0.106,93.184.204.39,02:73:3a:17:8d:e3,00:11:22:33:44:01,TLS,TCP,55842,443,699,0,1,0,0,,,,,,,,,,,Application Data
3011,1700000297.9542873,10.0.0.104,10.0.0.1,02:80:5e:2e:ed:c8,00:11:22:33:44:01,DNS,UDP,53095,53,89,,,,,amazon.com,1,0,,,,,,,,Standard query A amazon.com
3012,1700000297.9742873,10.0.0.1,10.0.0.104,00:11:22:33:44:01,02:80:5e:2e:ed:c8,DNS,UDP,53,53095,93,,,,,amazon.com,1,1,0,,,,,,,Standard query response A amazon.com
3013,1700000298.0042872,10.0.0.104,93.184.55.137,02:80:5e:2e:ed:c8,00:11:22:33:44:01,TCP,TCP,53095,443,74,1,0,0,0,,,,,,,,,,,SYN
3014,1700000298.0321963,93.184.204.39,10.0.0.106,00:11:22:33:44:01,02:73:3a:17:8d:e3,TLS,TCP,443,55842,1174,0,1,0,0,,,,,,,,,,,Application Data
3015,1700000298.0342872,93.184.55.137,10.0.0.104,00:11:22:33:44:01,02:80:5e:2e:ed:c8,TCP,TCP,443,53095,74,1,1,0,0,,,,,,,,,,,"SYN, ACK"
3016,1700000298.4094844,10.0.0.104,93.184.55.137,02:80:5e:2e:ed:c8,00:11:22:33:44:01,TLS,TCP,53095,443,643,0,1,0,0,,,,,,,,,,,Application Data
3017,1700000298.5001245,93.184.235.215,10.0.0.108,00:11:22:33:44:01,02:2a:c2:b3:5a:11,TLS,TCP,443,49685,346,0,1,0,0,,,,,,,,,,,Application Data
3018,1700000298.617115,93.184.55.137,10.0.0.104,00:11:22:33:44:01,02:80:5e:2e:ed:c8,TLS,TCP,443,53095,1317,0,1,0,0,,,,,,,,,,,Application Data
3019,1700000298.6614344,10.0.0.108,93.184.235.215,02:2a:c2:b3:5a:11,00:11:22:33:44:01,TLS,TCP,49685,443,683,0,1,0,0,,,,,,,,,,,Application Data
3020,1700000298.7805352,10.0.0.103,10.0.0.1,02:c9:83:20:d6:73,00:11:22:33:44:01,DNS,UDP,52243,53,78,,,,,google.com,1,0,,,,,,,,Standard query A google.com
3021,1700000298.8005352,10.0.0.1,10.0.0.103,00:11:22:33:44:01,02:c9:83:20:d6:73,DNS,UDP,53,52243,92,,,,,google.com,1,1,0,,,,,,,Standard query response A google.com
3022,1700000298.8305352,10.0.0.103,93.184.169.41,02:c9:83:20:d6:73,00:11:22:33:44:01,TCP,TCP,52243,443,74,1,0,0,0,,,,,,,,,,,SYN
3023,1700000298.8605351,93.184.169.41,10.0.0.103,00:11:22:33:44:01,02:c9:83:20:d6:73,TCP,TCP,443,52243,74,1,1,0,0,,,,,,,,,,,"SYN, ACK"
3024,1700000298.9674952,10.0.0.100,10.0.0.1,02:16:c6:a7:70:6e,00:11:22:33:44:01,DNS,UDP,57531,53,82,,,,,amazon.com,1,0,,,,,,,,Standard query A amazon.com
3025,1700000298.975814,10.0.0.106,93.184.204.39,02:73:3a:17:8d:e3,00:11:22:33:44:01,TLS,TCP,55842,443,1315,0,1,0,0,,,,,,,,,,,Application Data
3026,1700000298.9874952,10.0.0.1,10.0.0.100,00:11:22:33:44:01,02:16:c6:a7:70:6e,DNS,UDP,53,57531,107,,,,,amazon.com,1,1,0,,,,,,,Standard query response A amazon.com
3027,1700000299.0174952,10.0.0.100,93.184.137.236,02:16:c6:a7:70:6e,00:11:22:33:44:01,TCP,TCP,57531,443,74,1,0,0,0,,,,,,,,,,,SYN
3028,1700000299.0448575,10.0.0.103,93.184.169.41,02:c9:83:20:d6:73,00:11:22:33:44:01,TLS,TCP,52243,443,983,0,1,0,0,,,,,,,,,,,Application Data
3029,1700000299.0474951,93.184.137.236,10.0.0.100,00:11:22:33:44:01,02:16:c6:a7:70:6e,TCP,TCP,443,57531,74,1,1,0,0,,,,,,,,,,,"SYN, ACK"
3030,1700000299.1096206,10.0.0.103,93.184.169.41,02:c9:83:20:d6:73,00:11:22:33:44:01,TLS,TCP,52243,443,826,0,1,0,0,,,,,,,,,,,Application Data
3031,1700000299.177679,93.184.55.137,10.0.0.104,00:11:22:33:44:01,02:80:5e:2e:ed:c8,TLS,TCP,443,53095,913,0,1,0,0,,,,,,,,,,,Application Data
3032,1700000299.1792898,93.184.166.95,10.0.0.101,00:11:22:33:44:01,02:db:16:b2:33:18,TLS,TCP,443,50582,760,0,1,0,0,,,,,,,,,,,Application Data
3033,1700000299.3154826,93.184.169.41,10.0.0.103,00:11:22:33:44:01,02:c9:83:20:d6:73,TLS,TCP,443,52243,1389,0,1,0,0,,,,,,,,,,,Application Data
3034,1700000299.3292253,93.184.55.137,10.0.0.104,00:11:22:33:44:01,02:80:5e:2e:ed:c8,TLS,TCP,443,53095,1321,0,1,0,0,,,,,,,,,,,Application Data
3035,1700000299.3672407,93.184.235.215,10.0.0.108,00:11:22:33:44:01,02:2a:c2:b3:5a:11,TLS,TCP,443,49685,437,0,1,0,0,,,,,,,,,,,Application Data
3036,1700000299.4441803,10.0.0.106,93.184.204.39,02:73:3a:17:8d:e3,00:11:22:33:44:01,TLS,TCP,55842,443,743,0,1,0,0,,,,,,,,,,,Application Data
3037,1700000299.4888456,93.184.137.236,10.0.0.100,00:11:22:33:44:01,02:16:c6:a7:70:6e,TLS,TCP,443,57531,479,0,1,0,0,,,,,,,,,,,Application Data
3038,1700000299.6697698,93.184.204.39,10.0.0.106,00:11:22:33:44:01,02:73:3a:17:8d:e3,TLS,TCP,443,55842,577,0,1,0,0,,,,,,,,,,,Application Data
3039,1700000299.9878173,93.184.137.236,10.0.0.100,00:11:22:33:44:01,02:16:c6:a7:70:6e,TLS,TCP,443,57531,779,0,1,0,0,,,,,,,,,,,Application Data
3040,1700000300.0,10.0.0.105,10.0.0.1,02:87:72:50:cf:e8,00:11:22:33:44:01,DNS,UDP,55612,53,94,,,,,y9an0r2rcpo4fffu9w34vvi8259mf4r8zj.tunnel.exfil-c2.net,1,0,,,,,,,,Standard query A y9an0r2rcpo4fffu9w34vvi8259mf4r8zj.tunnel.exfil-c2.net
3041,1700000300.0344543,10.0.0.100,93.184.137.236,02:16:c6:a7:70:6e,00:11:22:33:44:01,TLS,TCP,57531,443,568,0,1,0,0,,,,,,,,,,,Application Data
3042,1700000300.05,10.0.0.1,10.0.0.105,00:11:22:33:44:01,02:87:72:50:cf:e8,DNS,UDP,53,55612,174,,,,,y9an0r2rcpo4fffu9w34vvi8259mf4r8zj.tunnel.exfil-c2.net,1,1,0,,,,,,,Standard query response
3043,1700000300.4,10.0.0.105,10.0.0.1,02:87:72:50:cf:e8,00:11:22:33:44:01,DNS,UDP,56731,53,92,,,,,hxbdb0bpevbaozdr3w1l7fvpb7zibytb.tunnel.exfil-c2.net,1,0,,,,,,,,Standard query A hxbdb0bpevbaozdr3w1l7fvpb7zibytb.tunnel.exfil-c2.net
3044,1700000300.45,10.0.0.1,10.0.0.105,00:11:22:33:44:01,02:87:72:50:cf:e8,DNS,UDP,53,56731,172,,,,,hxbdb0bpevbaozdr3w1l7fvpb7zibytb.tunnel.exfil-c2.net,1,1,0,,,,,,,Standard query response
3045,1700000300.487176,10.0.0.104,93.184.55.137,02:80:5e:2e:ed:c8,00:11:22:33:44:01,TLS,TCP,53095,443,806,0,1,0,0,,,,,,,,,,,Application Data
3046,1700000300.567438,93.184.55.137,10.0.0.104,00:11:22:33:44:01,02:80:5e:2e:ed:c8,TLS,TCP,443,53095,282,0,1,0,0,,,,,,,,,,,Application Data
3047,1700000300.579294,93.184.137.236,10.0.0.100,00:11:22:33:44:01,02:16:c6:a7:70:6e,TLS,TCP,443,57531,291,0,1,0,0,,,,,,,,,,,Application Data
3048,1700000300.67729,10.0.0.104,93.184.55.137,02:80:5e:2e:ed:c8,00:11:22:33:44:01,TLS,TCP,53095,443,541,0,1,0,0,,,,,,,,,,,Application Data
3049,1700000300.8,10.0.0.105,10.0.0.1,02:87:72:50:cf:e8,00:11:22:33:44:01,DNS,UDP,55546,53,92,,,,,jqcnheemnmysg90qb60qfdkihobl55ay.tunnel.exfil-c2.net,16,0,,,,,,,,Standard query TXT jqcnheemnmysg90qb60qfdkihobl55ay.tunnel.exfil-c2.net
3050,1700000300.85,10.0.0.1,10.0.0.105,00:11:22:33:44:01,02:87:72:50:cf:e8,DNS,UDP,53,55546,172,,,,,jqcnheemnmysg90qb60qfdkihobl55ay.tunnel.exfil-c2.net,16,1,0,,,,,,,Standard query response
3051,1700000301.00072,93.184.55.137,10.0.0.104,00:11:22:33:44:01,02:80:5e:2e:ed:c8,TLS,TCP,443,53095,778,0,1,0,0,,,,,,,,,,,Application Data
3052,1700000301.2,10.0.0.105,10.0.0.1,02:87:72:50:cf:e8,00:11:22:33:44:01,DNS,UDP,52881,53,96,,,,,ho7wpe6fzkkgnyoajfo689erbru1mbqpwdwo.tunnel.exfil-c2.net,1,0,,,,,,,,Standard query A ho7wpe6fzkkgnyoajfo689erbru1mbqpwdwo.tunnel.exfil-c2.net
3053,1700000301.25,10.0.0.1,10.0.0.105,00:11:22:33:44:01,02:87:72:50:cf:e8,DNS,UDP,53,52881,176,,,,,ho7wpe6fzkkgnyoajfo689erbru1mbqpwdwo.tunnel.exfil-c2.net,1,1,0,,,,,,,Standard query response
3054,1700000301.6,10.0.0.105,10.0.0.1,02:87:72:50:cf:e8,00:11:22:33:44:01,DNS,UDP,65019,53,100,,,,,e9r01vn1rxwqek7swjzrhfoukijk0rqft80qlmab.tunnel.exfil-c2.net,1,0,,,,,,,,Standard query A e9r01vn1rxwqek7swjzrhfoukijk0rqft80qlmab.tunnel.exfil-c2.net
3055,1700000301.6496952,93.184.137.236,10.0.0.100,00:11:22:33:44:01,02:16:c6:a7:70:6e,TLS,TCP,443,57531,219,0,1,0,0,,,,,,,,,,,Application Data
3056,1700000301.6499999,10.0.0.1,10.0.0.105,00:11:22:33:44:01,02:87:72:50:cf:e8,DNS,UDP,53,65019,180,,,,,e9r01vn1rxwqek7swjzrhfoukijk0rqft80qlmab.tunnel.exfil-c2.net,1,1,0,,,,,,,Standard query response
3057,1700000301.7249622,10.0.0.110,10.0.0.1,02:c2:31:5d:77:7f,00:11:22:33:44:01,DNS,UDP,57427,53,81,,,,,cloudflare.com,1,0,,,,,,,,Standard query A cloudflare.com
3058,1700000301.7449622,10.0.0.1,10.0.0.110,00:11:22:33:44:01,02:c2:31:5d:77:7f,DNS,UDP,53,57427,124,,,,,cloudflare.com,1,1,0,,,,,,,Standard query response A cloudflare.com
3059,1700000301.7749622,10.0.0.110,93.184.172.129,02:c2:31:5d:77:7f,00:11:22:33:44:01,TCP,TCP,57427,443,74,1,0,0,0,,,,,,,,,,,SYN
3060,1700000301.8049622,93.184.172.129,10.0.0.110,00:11:22:33:44:01,02:c2:31:5d:77:7f,TCP,TCP,443,57427,74,1,1,0,0,,,,,,,,,,,"SYN, ACK"
3061,1700000301.907116,10.0.0.110,10.0.0.1,02:c2:31:5d:77:7f,00:11:22:33:44:01,DNS,UDP,55773,53,70,,,,,cloudflare.com,1,0,,,,,,,,Standard query A cloudflare.com
3062,1700000301.927116,10.0.0.1,10.0.0.110,00:11:22:33:44:01,02:c2:31:5d:77:7f,DNS,UDP,53,55773,106,,,,,cloudflare.com,1,1,0,,,,,,,Standard query response A cloudflare.com
3063,1700000301.957116,10.0.0.110,93.184.134.252,02:c2:31:5d:77:7f,00:11:22:33:44:01,TCP,TCP,55773,443,74,1,0,0,0,,,,,,,,,,,SYN
3064,1700000301.9871159,93.184.134.252,10.0.0.110,00:11:22:33:44:01,02:c2:31:5d:77:7f,TCP,TCP,443,55773,74,1,1,0,0,,,,,,,,,,,"SYN, ACK"
3065,1700000301.9875412,10.0.0.100,93.184.137.236,02:16:c6:a7:70:6e,00:11:22:33:44:01,TLS,TCP,57531,443,1285,0,1,0,0,,,,,,,,,,,Application Data
3066,1700000302.0,10.0.0.105,10.0.0.1,02:87:72:50:cf:e8,00:11:22:33:44:01,DNS,UDP,49384,53,98,,,,,7ojii0a81nzepdea206989a20fe95lcmaynb93.tunnel.exfil-c2.net,1,0,,,,,,,,Standard query A 7ojii0a81nzepdea206989a20fe95lcmaynb93.tunnel.exfil-c2.net
3067,1700000302.05,10.0.0.1,10.0.0.105,00:11:22:33:44:01,02:87:72:50:cf:e8,DNS,UDP,53,49384,178,,,,,7ojii0a81nzepdea206989a20fe95lcmaynb93.tunnel.exfil-c2.net,1,1,0,,,,,,,Standard query response
3068,1700000302.3905528,93.184.172.129,10.0.0.110,00:11:22:33:44:01,02:c2:31:5d:77:7f,TLS,TCP,443,57427,604,0,1,0,0,,,,,,,,,,,Application Data
3069,1700000302.4,10.0.0.105,10.0.0.1,02:87:72:50:cf:e8,00:11:22:33:44:01,DNS,UDP,59376,53,101,,,,,22jo7cx22v161eikmmhyd2x8ak6rub1j8ngvrq8no.tunnel.exfil-c2.net,1,0,,,,,,,,Standard query A 22jo7cx22v161eikmmhyd2x8ak6rub1j8ngvrq8no.tunnel.exfil-c2.net
3070,1700000302.45,10.0.0.1,10.0.0.105,00:11:22:33:44:01,02:87:72:50:cf:e8,DNS,UDP,53,59376,181,,,,,22jo7cx22v161eikmmhyd2x8ak6rub1j8ngvrq8no.tunnel.exfil-c2.net,1,1,0,,,,,,,Standard query response
3071,1700000302.5109298,10.0.0.110,93.184.134.252,02:c2:31:5d:77:7f,00:11:22:33:44:01,TLS,TCP,55773,443,626,0,1,0,0,,,,,,,,,,,Application Data
3072,1700000302.8,10.0.0.105,10.0.0.1,02:87:72:50:cf:e8,00:11:22:33:44:01,DNS,UDP,61178,53,91,,,,,iamuz62l3hhmth6jovpo9pe0zh4ofgz.tunnel.exfil-c2.net,16,0,,,,,,,,Standard query TXT iamuz62l3hhmth6jovpo9pe0zh4ofgz.tunnel.exfil-c2.net
3073,1700000302.8232515,10.0.0.110,93.184.134.252,02:c2:31:5d:77:7f,00:11:22:33:44:01,TLS,TCP,55773,443,866,0,1,0,0,,,,,,,,,,,Application Data
3074,1700000302.85,10.0.0.1,10.0.0.105,00:11:22:33:44:01,02:87:72:50:cf:e8,DNS,UDP,53,61178,171,,,,,iamuz62l3hhmth6jovpo9pe0zh4ofgz.tunnel.exfil-c2.net,16,1,0,,,,,,,Standard query response
3075,1700000302.903393,10.0.0.110,93.184.134.252,02:c2:31:5d:77:7f,00:11:22:33:44:01,TLS,TCP,55773,443,437,0,1,0,0,,,,,,,,,,,Application Data
3076,1700000303.2,10.0.0.105,10.0.0.1,02:87:72:50:cf:e8,00:11:22:33:44:01,DNS,UDP,64491,53,102,,,,,r6k5jc0177dwzvaby4gbol97u8i9qrbggrgdv5cu8o.tunnel.exfil-c2.net,16,0,,,,,,,,Standard query TXT r6k5jc0177dwzvaby4gbol97u8i9qrbggrgdv5cu8o.tunnel.exfil-c2.net
3077,1700000303.25,10.0.0.1,10.0.0.105,00:11:22:33:44:01,02:87:72:50:cf:e8,DNS,UDP,53,64491,182,,,,,r6k5jc0177dwzvaby4gbol97u8i9qrbggrgdv5cu8o.tunnel.exfil-c2.net,16,1,0,,,,,,,Standard query response
3078,1700000303.6,10.0.0.105,10.0.0.1,02:87:72:50:cf:e8,00:11:22:33:44:01,DNS,UDP,64268,53,94,,,,,d52zdchfto1d07exsdk25ndi4upa2qt4u7.tunnel.exfil-c2.net,16,0,,,,,,,,Standard query TXT d52zdchfto1d07exsdk25ndi4upa2qt4u7.tunnel.exfil-c2.net
3079,1700000303.6499999,10.0.0.1,10.0.0.105,00:11:22:33:44:01,02:87:72:50:cf:e8,DNS,UDP,53,64268,174,,,,,d52zdchfto1d07exsdk25ndi4upa2qt4u7.tunnel.exfil-c2.net,16,1,0,,,,,,,Standard query response
3080,1700000303.8588777,93.184.172.129,10.0.0.110,00:11:22:33:44:01,02:c2:31:5d:77:7f,TLS,TCP,443,57427,496,0,1,0,0,,,,,,,,,,,Application Data
3081,1700000303.8839862,10.0.0.109,10.0.0.1,02:f8:72:e4:ad:c7,00:11:22:33:44:01,DNS,UDP,64619,53,79,,,,,microsoft.com,1,0,,,,,,,,Standard query A microsoft.com
3082,1700000303.9039862,10.0.0.1,10.0.0.109,00:11:22:33:44:01,02:f8:72:e4:ad:c7,DNS,UDP,53,64619,100,,,,,microsoft.com,1,1,0,,,,,,,Standard query response A microsoft.com
3083,1700000303.9339862,10.0.0.109,93.184.57.18,02:f8:72:e4:ad:c7,00:11:22:33:44:01,TCP,TCP,64619,443,74,1,0,0,0,,,,,,,,,,,SYN
3084,1700000303.9639862,93.184.57.18,10.0.0.109,00:11:22:33:44:01,02:f8:72:e4:ad:c7,TCP,TCP,443,64619,74,1,1,0,0,,,,,,,,,,,"SYN, ACK"
3085,1700000303.9904711,93.184.172.129,10.0.0.110,00:11:22:33:44:01,02:c2:31:5d:77:7f,TLS,TCP,443,57427,1154,0,1,0,0,,,,,,,,,,,Application Data
3086,1700000304.0,10.0.0.105,10.0.0.1,02:87:72:50:cf:e8,00:11:22:33:44:01,DNS,UDP,49926,53,98,,,,,1iyudj6u1gh7p53m81ede0fkpely8q0tqs8csb.tunnel.exfil-c2.net,1,0,,,,,,,,Standard query A 1iyudj6u1gh7p53m81ede0fkpely8q0tqs8csb.tunnel.exfil-c2.net
3087,1700000304.05,10.0.0.1,10.0.0.105,00:11:22:33:44:01,02:87:72:50:cf:e8,DNS,UDP,53,49926,178,,,,,1iyudj6u1gh7p53m81ede0fkpely8q0tqs8csb.tunnel.exfil-c2.net,1,1,0,,,,,,,Standard query response
3088,1700000304.3612425,93.184.134.252,10.0.0.110,00:11:22:33:44:01,02:c2:31:5d:77:7f,TLS,TCP,443,55773,569,0,1,0,0,,,,,,,,,,,Application Data
3089,1700000304.4,10.0.0.105,10.0.0.1,02:87:72:50:cf:e8,00:11:22:33:44:01,DNS,UDP,56167,53,98,,,,,pb9nawnxf3pp2tauxlgb4av4mhzwauaok49z0a.tunnel.exfil-c2.net,1,0,,,,,,,,Standard query A pb9nawnxf3pp2tauxlgb4av4mhzwauaok49z0a.tunnel.exfil-c2.net
3090,1700000304.429458,93.184.134.252,10.0.0.110,00:11:22:33:44:01,02:c2:31:5d:77:7f,TLS,TCP,443,55773,502,0,1,0,0,,,,,,,,,,,Application Data
3091,1700000304.45,10.0.0.1,10.0.0.105,00:11:22:33:44:01,02:87:72:50:cf:e8,DNS,UDP,53,56167,178,,,,,pb9nawnxf3pp2tauxlgb4av4mhzwauaok49z0a.tunnel.exfil-c2.net,1,1,0,,,,,,,Standard query response
3092,1700000304.5644233,93.184.172.129,10.0.0.110,00:11:22:33:44:01,02:c2:31:5d:77:7f,TLS,TCP,443,57427,1157,0,1,0,0,,,,,,,,,,,Application Data
3093,1700000304.6858308,10.0.0.110,93.184.134.252,02:c2:31:5d:77:7f,00:11:22:33:44:01,TLS,TCP,55773,443,363,0,1,0,0,,,,,,,,,,,Application Data
3094,1700000304.777518,93.184.172.129,10.0.0.110,00:11:22:33:44:01,02:c2:31:5d:77:7f,TLS,TCP,443,57427,670,0,1,0,0,,,,,,,,,,,Application Data
3095,1700000304.8,10.0.0.105,10.0.0.1,02:87:72:50:cf:e8,00:11:22:33:44:01,DNS,UDP,65185,53,96,,,,,ymy0iygl29cxuv2c0kfqawusb1bjozo371b1.tunnel.exfil-c2.net,1,0,,,,,,,,Standard query A ymy0iygl29cxuv2c0kfqawusb1bjozo371b1.tunnel.exfil-c2.net
3096,1700000304.85,10.0.0.1,10.0.0.105,00:11:22:33:44:01,02:87:72:50:cf:e8,DNS,UDP,53,65185,176,,,,,ymy0iygl29cxuv2c0kfqawusb1bjozo371b1.tunnel.exfil-c2.net,1,1,0,,,,,,,Standard query response
3097,1700000305.0840487,10.0.0.109,93.184.57.18,02:f8:72:e4:ad:c7,00:11:22:33:44:01,TLS,TCP,64619,443,231,0,1,0,0,,,,,,,,,,,Application Data
3098,1700000305.1621163,93.184.57.18,10.0.0.109,00:11:22:33:44:01,02:f8:72:e4:ad:c7,TLS,TCP,443,64619,907,0,1,0,0,,,,,,,,,,,Application Data
3099,1700000305.2,10.0.0.105,10.0.0.1,02:87:72:50:cf:e8,00:11:22:33:44:01,DNS,UDP,63678,53,89,,,,,dzf8tu4hu9agfmeg4qmp8rq7br0s5.tunnel.exfil-c2.net,1,0,,,,,,,,Standard query A dzf8tu4hu9agfmeg4qmp8rq7br0s5.tunnel.exfil-c2.net
3100,1700000305.25,10.0.0.1,10.0.0.105,00:11:22:33:44:01,02:87:72:50:cf:e8,DNS,UDP,53,63678,169,,,,,dzf8tu4hu9agfmeg4qmp8rq7br0s5.tunnel.exfil-c2.net,1,1,0,,,,,,,Standard query response
